Event Name,TEMP ID,TEMP Validation Time,Status,Total Validado,TEMP Usuarios de Validadores
"HILAB pres: AE:THER, ANHAUSER, NO RUSH @ BALI, Sábado 09.08",6145,"lunes, septiembre 1, 2025, 13:00",Validado,3,
"HILAB pres: AE:THER, ANHAUSER, NO RUSH @ BALI, Sábado 09.08",6145,"sábado, septiembre 6, 2025, 23:00",Validado,3,
"HILAB pres: AE:THER, ANHAUSER, NO RUSH @ BALI, Sábado 09.08",6145,"domingo, septiembre 14, 2025, 02:00",Validado,1,
HOUSEPARTY,6426,"sábado, enero 1, 2000, 01:00",No Ingresado,158,
HOUSEPARTY,6426,"jueves, agosto 7, 2025, 23:00",Validado,5,
HOUSEPARTY,6426,"viernes, agosto 8, 2025, 00:00",Validado,72,
HOUSEPARTY,6426,"viernes, agosto 8, 2025, 01:00",Validado,14,
HOUSEPARTY,6426,"viernes, agosto 8, 2025, 02:00",Validado,4,
HOUSEPARTY,6426,"viernes, agosto 8, 2025, 03:00",Validado,2,
HOUSEPARTY,6426,"martes, septiembre 9, 2025, 01:00",Validado,1,
JET Sab 9/8,6387,"sábado, enero 1, 2000, 01:00",No Ingresado,"1,006",
JET Sab 9/8,6387,"sábado, agosto 9, 2025, 23:00",Validado,11,
JET Sab 9/8,6387,"domingo, agosto 10, 2025, 00:00",Validado,62,
JET Sab 9/8,6387,"domingo, agosto 10, 2025, 01:00",Validado,193,
JET Sab 9/8,6387,"domingo, agosto 10, 2025, 02:00",Validado,156,
JET Sab 9/8,6387,"martes, septiembre 9, 2025, 18:00",Validado,3,
JORGE SAVORETTI,6344,"sábado, enero 1, 2000, 01:00",No Ingresado,8,
JORGE SAVORETTI,6344,"sábado, agosto 9, 2025, 22:00",Validado,7,
JORGE SAVORETTI,6344,"sábado, agosto 9, 2025, 23:00",Validado,18,
JORGE SAVORETTI,6344,"domingo, agosto 10, 2025, 00:00",Validado,24,
JORGE SAVORETTI,6344,"domingo, agosto 10, 2025, 01:00",Validado,25,
JORGE SAVORETTI,6344,"domingo, agosto 10, 2025, 02:00",Validado,5,
JORGE SAVORETTI,6344,"domingo, agosto 10, 2025, 03:00",Validado,1,
JORGE SAVORETTI,6344,"domingo, agosto 10, 2025, 04:00",Validado,1,
JORGE SAVORETTI,6344,"sábado, agosto 16, 2025, 21:00",Validado,1,
Justine Perry | Marcal ,6337,"sábado, enero 1, 2000, 01:00",No Ingresado,235,
Justine Perry | Marcal ,6337,"sábado, agosto 9, 2025, 23:00",Validado,6,
Justine Perry | Marcal ,6337,"domingo, agosto 10, 2025, 00:00",Validado,130,
Justine Perry | Marcal ,6337,"domingo, agosto 10, 2025, 01:00",Validado,94,
Justine Perry | Marcal ,6337,"domingo, agosto 10, 2025, 02:00",Validado,101,
Justine Perry | Marcal ,6337,"domingo, agosto 10, 2025, 03:00",Validado,22,
Justine Perry | Marcal ,6337,"martes, agosto 12, 2025, 20:00",Validado,2,
Justine Perry | Marcal ,6337,"lunes, agosto 18, 2025, 09:00",Validado,2,
Justine Perry | Marcal ,6337,"lunes, septiembre 8, 2025, 17:00",Validado,2,
Justine Perry | Marcal ,6337,"viernes, septiembre 12, 2025, 17:00",Validado,2,
La Movida 7/8,6408,"sábado, enero 1, 2000, 01:00",No Ingresado,799,
La Movida 7/8,6408,"jueves, agosto 7, 2025, 21:00",Validado,49,
La Movida 7/8,6408,"jueves, agosto 7, 2025, 22:00",Validado,52,
La Movida 7/8,6408,"jueves, agosto 7, 2025, 23:00",Validado,22,
La Movida 7/8,6408,"viernes, agosto 8, 2025, 00:00",Validado,3,
La Movida 7/8,6408,"viernes, agosto 8, 2025, 22:00",Validado,2,
MAZZEO | PACH & ANDRO | IVAN CRUGLEY @ THE GALLERY,6447,"sábado, agosto 9, 2025, 07:00",Validado,5,
MAZZEO | PACH & ANDRO | IVAN CRUGLEY @ THE GALLERY,6447,"sábado, agosto 9, 2025, 08:00",Validado,12,
"MESAS - 2GTHR Pres: MATÍAS SUNDBLAD @ Morocco, Viernes 08.08",6246,"sábado, enero 1, 2000, 01:00",No Ingresado,12,
"MESAS - HILAB pres: AE:THER, ANHAUSER, NO RUSH @ BALI, Sábado 09.08",6172,"sábado, enero 1, 2000, 01:00",No Ingresado,3,
MI AMIGO INVENCIBLE,5777,"sábado, enero 1, 2000, 01:00",No Ingresado,58,
MI AMIGO INVENCIBLE,5777,"sábado, agosto 9, 2025, 20:00",Validado,661,
MI AMIGO INVENCIBLE,5777,"sábado, agosto 9, 2025, 21:00",Validado,271,
MI AMIGO INVENCIBLE,5777,"sábado, agosto 9, 2025, 22:00",Validado,2,
MI AMIGO INVENCIBLE,5777,"lunes, agosto 11, 2025, 13:00",Validado,1,
MI AMIGO INVENCIBLE,5777,"viernes, agosto 15, 2025, 19:00",Validado,1,
MI AMIGO INVENCIBLE SEGUNDA FUNCIÓN,5931,"sábado, enero 1, 2000, 01:00",No Ingresado,45,
MI AMIGO INVENCIBLE SEGUNDA FUNCIÓN,5931,"viernes, agosto 8, 2025, 20:00",Validado,552,
MI AMIGO INVENCIBLE SEGUNDA FUNCIÓN,5931,"viernes, agosto 8, 2025, 21:00",Validado,307,
MI AMIGO INVENCIBLE SEGUNDA FUNCIÓN,5931,"viernes, agosto 8, 2025, 22:00",Validado,6,
MI AMIGO INVENCIBLE SEGUNDA FUNCIÓN,5931,"sábado, agosto 9, 2025, 18:00",Validado,3,
MI AMIGO INVENCIBLE SEGUNDA FUNCIÓN,5931,"martes, agosto 12, 2025, 17:00",Validado,1,
MI AMIGO INVENCIBLE SEGUNDA FUNCIÓN,5931,"domingo, agosto 17, 2025, 17:00",Validado,2,
MI AMIGO INVENCIBLE SEGUNDA FUNCIÓN,5931,"sábado, agosto 30, 2025, 16:00",Validado,2,
Nomads Partaaay!,6386,"sábado, enero 1, 2000, 01:00",No Ingresado,47,
Nomads Partaaay!,6386,"domingo, agosto 3, 2025, 01:00",Validado,7,
Nomads Partaaay!,6386,"domingo, agosto 10, 2025, 01:00",Validado,1,
Nomads Partaaay!,6386,"domingo, agosto 10, 2025, 02:00",Validado,9,
NOT WELCOME PRESSENTS MAI IACHETTI ,6424,"sábado, enero 1, 2000, 01:00",No Ingresado,557,
NOT WELCOME PRESSENTS MAI IACHETTI ,6424,"viernes, agosto 8, 2025, 00:00",Validado,73,
NOT WELCOME PRESSENTS MAI IACHETTI ,6424,"viernes, agosto 8, 2025, 01:00",Validado,179,
NOT WELCOME PRESSENTS MAI IACHETTI ,6424,"viernes, agosto 8, 2025, 02:00",Validado,28,
NOT WELCOME PRESSENTS MAI IACHETTI ,6424,"domingo, agosto 10, 2025, 22:00",Validado,3,
NOT WELCOME PRESSENTS MAI IACHETTI ,6424,"lunes, agosto 11, 2025, 10:00",Validado,3,
NOT WELCOME PRESSENTS MAI IACHETTI ,6424,"martes, septiembre 9, 2025, 16:00",Validado,5,
OLD SCHOOL x ARZ - SÁB 09/08,6217,"sábado, enero 1, 2000, 01:00",No Ingresado,560,
OLD SCHOOL x ARZ - SÁB 09/08,6217,"domingo, agosto 10, 2025, 00:00",Validado,5,
OLD SCHOOL x ARZ - SÁB 09/08,6217,"domingo, agosto 10, 2025, 01:00",Validado,198,
OLD SCHOOL x ARZ - SÁB 09/08,6217,"domingo, agosto 10, 2025, 02:00",Validado,173,
OLD SCHOOL x ARZ - SÁB 09/08,6217,"domingo, agosto 10, 2025, 03:00",Validado,63,
OLD SCHOOL x ARZ - SÁB 09/08,6217,"domingo, agosto 10, 2025, 04:00",Validado,4,
OLD SCHOOL x ARZ - SÁB 09/08,6217,"jueves, agosto 14, 2025, 03:00",Validado,1,
OLD SCHOOL x ARZ - SÁB 09/08,6217,"domingo, agosto 31, 2025, 15:00",Validado,1,
OLD SCHOOL x ARZ - SÁB 09/08,6217,"sábado, septiembre 6, 2025, 18:00",Validado,1,
OLD SCHOOL x ARZ - SÁB 09/08,6217,"sábado, septiembre 13, 2025, 19:00",Validado,2,
Paranoli en el Hipódromo,6333,"sábado, enero 1, 2000, 01:00",No Ingresado,223,
Paranoli en el Hipódromo,6333,"sábado, agosto 9, 2025, 03:00",Validado,"1,790",
Paranoli en el Hipódromo,6333,"martes, agosto 12, 2025, 11:00",Validado,3,
Paranoli en el Hipódromo,6333,"martes, agosto 12, 2025, 19:00",Validado,2,
Paranoli en el Hipódromo,6333,"miércoles, agosto 13, 2025, 13:00",Validado,3,
Paranoli en el Hipódromo,6333,"miércoles, agosto 13, 2025, 17:00",Validado,1,
Paranoli en el Hipódromo,6333,"lunes, agosto 18, 2025, 13:00",Validado,1,
Paranoli en el Hipódromo,6333,"lunes, agosto 18, 2025, 19:00",Validado,1,
Paranoli en el Hipódromo,6333,"martes, agosto 19, 2025, 16:00",Validado,1,
Paranoli en el Hipódromo,6333,"miércoles, agosto 20, 2025, 19:00",Validado,3,
Paranoli en el Hipódromo,6333,"miércoles, agosto 20, 2025, 20:00",Validado,2,
Paranoli en el Hipódromo,6333,"jueves, agosto 21, 2025, 16:00",Validado,5,
Paranoli en el Hipódromo,6333,"sábado, agosto 23, 2025, 00:00",Validado,1,
Paranoli en el Hipódromo,6333,"miércoles, agosto 27, 2025, 13:00",Validado,2,
Paranoli en el Hipódromo,6333,"miércoles, agosto 27, 2025, 20:00",Validado,1,
Paranoli en el Hipódromo,6333,"miércoles, septiembre 3, 2025, 08:00",Validado,3,
Paranoli en el Hipódromo,6333,"jueves, septiembre 4, 2025, 12:00",Validado,4,
Paranoli en el Hipódromo,6333,"viernes, septiembre 5, 2025, 11:00",Validado,2,
Paranoli en el Hipódromo,6333,"viernes, septiembre 5, 2025, 15:00",Validado,1,
Paranoli en el Hipódromo,6333,"lunes, septiembre 8, 2025, 17:00",Validado,6,
PUEBLO LIMITE | SABADO 9/08,6412,"sábado, enero 1, 2000, 01:00",No Ingresado,808,
PUEBLO LIMITE | SABADO 9/08,6412,"domingo, agosto 10, 2025, 00:00",Validado,26,
PUEBLO LIMITE | SABADO 9/08,6412,"domingo, agosto 10, 2025, 01:00",Validado,268,
PUEBLO LIMITE | SABADO 9/08,6412,"jueves, agosto 14, 2025, 21:00",Validado,1,
PUEBLO LIMITE | SABADO 9/08,6412,"viernes, agosto 15, 2025, 18:00",Validado,2,
PUEBLO LIMITE | SABADO 9/08,6412,"sábado, agosto 23, 2025, 11:00",Validado,1,
PUEBLO LIMITE | SABADO 9/08,6412,"viernes, septiembre 5, 2025, 22:00",Validado,1,
PUEBLO LIMITE | SABADO 9/08,6412,"miércoles, septiembre 10, 2025, 17:00",Validado,3,
PUEBLO LIMITE | SABADO 9/08,6412,"viernes, septiembre 12, 2025, 22:00",Validado,1,
PUEBLO LIMITE | SABADO 9/08,6412,"sábado, septiembre 13, 2025, 21:00",Validado,1,
RGB #002,6302,"sábado, enero 1, 2000, 01:00",No Ingresado,34,
RGB #002,6302,"domingo, agosto 10, 2025, 00:00",Validado,22,
RGB #002,6302,"domingo, agosto 10, 2025, 01:00",Validado,13,
RGB #002,6302,"domingo, agosto 10, 2025, 02:00",Validado,7,
RGB #002,6302,"domingo, agosto 10, 2025, 03:00",Validado,5,
SÁBADO CACHENGUE BY BOSCO SUNSET 9/08,6183,"sábado, enero 1, 2000, 01:00",No Ingresado,115,
SÁBADO CACHENGUE BY BOSCO SUNSET 9/08,6183,"sábado, agosto 9, 2025, 20:00",Validado,47,
SÁBADO CACHENGUE BY BOSCO SUNSET 9/08,6183,"sábado, agosto 9, 2025, 21:00",Validado,81,
SÁBADO CACHENGUE BY BOSCO SUNSET 9/08,6183,"sábado, agosto 9, 2025, 22:00",Validado,237,
SÁBADO CACHENGUE BY BOSCO SUNSET 9/08,6183,"sábado, agosto 9, 2025, 23:00",Validado,89,
SÁBADO CACHENGUE BY BOSCO SUNSET 9/08,6183,"jueves, agosto 14, 2025, 16:00",Validado,1,
SÁBADO CACHENGUE BY BOSCO SUNSET 9/08,6183,"viernes, agosto 15, 2025, 13:00",Validado,1,
SÁBADO CACHENGUE BY BOSCO SUNSET 9/08,6183,"viernes, agosto 15, 2025, 15:00",Validado,1,
SÁBADO CACHENGUE BY BOSCO SUNSET 9/08,6183,"viernes, agosto 22, 2025, 13:00",Validado,1,
SÁBADO CACHENGUE BY BOSCO SUNSET 9/08,6183,"sábado, septiembre 13, 2025, 15:00",Validado,1,
SIDERAL + Transformation + Rebecca,6255,"sábado, enero 1, 2000, 01:00",No Ingresado,980,
SIDERAL + Transformation + Rebecca,6255,"sábado, agosto 9, 2025, 00:00",Validado,101,
SIDERAL + Transformation + Rebecca,6255,"sábado, agosto 9, 2025, 01:00",Validado,390,
SIDERAL + Transformation + Rebecca,6255,"sábado, agosto 9, 2025, 02:00",Validado,203,
SIDERAL + Transformation + Rebecca,6255,"sábado, agosto 9, 2025, 03:00",Validado,36,
SIDERAL + Transformation + Rebecca,6255,"lunes, agosto 11, 2025, 21:00",Validado,1,
SIDERAL + Transformation + Rebecca,6255,"martes, agosto 12, 2025, 19:00",Validado,4,
SIDERAL + Transformation + Rebecca,6255,"viernes, agosto 15, 2025, 19:00",Validado,1,
SIDERAL + Transformation + Rebecca,6255,"miércoles, septiembre 3, 2025, 21:00",Validado,2,
SIDERAL + Transformation + Rebecca,6255,"martes, septiembre 16, 2025, 15:00",Validado,3,
SIDERAL + Transformation + Rebecca,6255,"martes, septiembre 16, 2025, 22:00",Validado,1,
Take A Break ANIVERSARIO,6355,"sábado, enero 1, 2000, 01:00",No Ingresado,52,
Take A Break ANIVERSARIO,6355,"sábado, agosto 9, 2025, 00:00",Validado,6,
The West Groove  7-08,6374,"sábado, enero 1, 2000, 01:00",No Ingresado,2,
The West Groove  7-08,6374,"jueves, agosto 7, 2025, 19:00",Validado,8,
The West Groove  7-08,6374,"jueves, agosto 7, 2025, 20:00",Validado,17,
The West Groove  7-08,6374,"jueves, agosto 7, 2025, 21:00",Validado,21,
The West Groove  7-08,6374,"viernes, agosto 29, 2025, 22:00",Validado,1,
VICIO + LA MÁQUINA DEL RITMO + ABSURDANCE + NASTY,6437,"sábado, enero 1, 2000, 01:00",No Ingresado,179,
VICIO + LA MÁQUINA DEL RITMO + ABSURDANCE + NASTY,6437,"domingo, agosto 10, 2025, 00:00",Validado,24,
VICIO + LA MÁQUINA DEL RITMO + ABSURDANCE + NASTY,6437,"domingo, agosto 10, 2025, 01:00",Validado,41,
VICIO + LA MÁQUINA DEL RITMO + ABSURDANCE + NASTY,6437,"domingo, agosto 10, 2025, 02:00",Validado,43,
VICIO + LA MÁQUINA DEL RITMO + ABSURDANCE + NASTY,6437,"domingo, agosto 10, 2025, 03:00",Validado,5,
VICIO + LA MÁQUINA DEL RITMO + ABSURDANCE + NASTY,6437,"viernes, septiembre 5, 2025, 19:00",Validado,2,
VIERNES EN BELA ,6425,"sábado, enero 1, 2000, 01:00",No Ingresado,108,
VIERNES EN BELA ,6425,"sábado, agosto 9, 2025, 00:00",Validado,19,
VIERNES EN BELA ,6425,"sábado, agosto 9, 2025, 01:00",Validado,3,
VIERNES EN BELA ,6425,"sábado, agosto 9, 2025, 02:00",Validado,3,
VIERNES EN BELA ,6425,"sábado, agosto 9, 2025, 03:00",Validado,6,
